score,content
1,"Sebenernya bagus ya, bisa tracking tempat, cek tingkat resiko covid di suatu daerah, cuma, menurut saya bakal lebih bagus kalo ditambahin fitur kirim keluhan/ sejenisnya, karena beberapa orang mendapati data di sertifikat vaksin salah, tapi kebingungan mencari cara membenarkan data tersebut."
5,"Stlh update,menu/icon utk mengetahui riwayat pembayaran dan riwayat check kesehatan koq hilang ya?..atau ada dlm bentuk baru?,mhn penjelasan nya min"
1,"Min, saya kan sudah vaksin booster, tp knp tidak muncul sertifikat vaksin booster nya ? Vaksin 1 & 2 nya astrazeneca tp vaksin booster nya pfizer."
1,Kominfo ngga jelas banget.
5,Ok
5,Peduli lindungi sangat membantu penyebaran covit 19
2,"Saya sudah vaksin tapi sertifikat tidak muncul di apk., kenapa?"
2,Abis di update instal ulang msih ngefrezz Parah bngt :((
5,Download aja di browser. Terus jangan diupdate. Jadi deh
1,Kenapa aplikasi peduli lindungi sekarang setiap scan barcode selalu gagal mohon di perbaiki
1,"Kenapa aplikasi ini sangat berat? Bahkan di hp oppo a37 ram 2 sdh tidak kompatibel ,padahal sebelumnya ada . alhasil aplikasi tdk ada di Play Store dan tidak bsa di unduh . Mohon perbaikanya agar bisa seperti semula . Terimakasih"
2,Ini kenapa apknya ngebug terus sih tolong segera diperbarui.
5,Ok
3,Knpa sih apl ini di harus kan perbaharui fersi terbaru trus
3,Di update malah susah
5,Bagus
5,Bagus
5,Sangat membantu sekali
4,. 0
5,Slalu mantap
5,Saya sudah final vaksin
2,Ga bs buat scan juga..
1,Bingung
1,Keluar sendiri appnya
4,Saya kasih nilai
5,Cobak
5,Baik
1,😋😋😗
5,Oke
5,"sangat mendukung dalam melaksanakan kegiatan ,yg hrs menunjukan aplikasi peduli lindungi dan gampang ngakses"
5,Mantap
5,ok
5,Sekian lama nunggu sertifikat vaksin akhirnya bisa di klaim juga. 1 tahun nunggunya ya rabb.
5,😊😊😊😊😊😊😘
1,Faedahnya gak ada
5,bagus
1,Aplikasi cacat
1,Sertifikat GK muncul GK membantu sama sekali
5,Ko saya dah paksin duakali masih warna kuning
5,Sangat membantu
2,Knp kok gak bisa instal yah..padahal udah terdaftar .
1,setelah di updat malah makin parah..gagal cek in terus ke tiap mall . gos dah bagus sinyal full ini masih aja gagal mulu..perbaiki deh..pusing jadinya kalo gini terus..syarat masuk mall harus scan di peduli lindungi tapi apk nya gak bener..hadeuuuuh
5,ok
5,Gak jelas nih .. ruwett
5,Terbaik
5,Baik
4,Sangat baik
5,"Trimakasih,sdh membantu"
1,Oke
5,Baik
5,👍
5,Mantap
5,Bermafaat
5,Bagus selali
4,Ayo vaksin segera
1,BuLuuukkk beli pertalite gak bisa pake sertifikat covid
3,Apk jelek harus update mulu🤦🤦
5,Kemudahan dalam mengakses dan melihat sertifikasi vaksin
5,Good
5,Cocoklah biar bisa keluar masuk mall/perkantoran
1,sering bug
2,"Membantu di segala bentuk perjalanan, sayangnya tiap kali login seringkali error/lambat respon/lag. Pengalaman yang sama bila sudah bisa login, pilihan masing-masing sub menu terasa berat di aplikasi ini.... walaupun tanda signal jaringan pada handphone berada pada posisi penuh."
2,Ga jelas !!! Udh booster tp data n sertifikat vaksin ke 3 gak ada sehingga harus ribut sm org ASDP Aplikasi taik !!!
5,Membantu
5,Lindungilah kami
5,Good
4,Apliksi memudah kita untuk proses perjalan naik transportasi umum
1,Menjak di update buat chek in slalu gagal sumpah ini sangat menganggu pekerjaan saya.. Sekalipun saya uninstall dan install lgi hasil nya tetap sama Untuk keluar masuk perusahaan ini sangat penting Apa ada kebijakan ?
5,Bagus
5,Untuk aku sih bagus
5,Goodbye
1,"Sudah vaksin ke 3 tapi status masih KUNING. Gak Jelas , mohon segera diperbaharui"
1,Parah kalian
1,Mandatory!!!. RIP HAM
4,Cukup informatif...
5,Thank yuo
5,👋
1,"Vaksin sertifikat dosis 2 sampe sekarang belum keluar, saya tidak bisa masuk. Ke bank ditolak disuruh keluar, padahal tgl 10 Agustus sudah vaksin dosis 3 , smpe segitunya tidak ada sertifikat vaksin dosis 2 tak muncul. Di aplikasi. Payah"
5,Sangat bagus dan bermanfaat
1,Setelah update erorr .....?????
5,"bagus, sangat bermanfaat"
5,Ok
1,"Aplikasi menyebalkan, udah bikin akun malah disuruh ngisi verifikasi lagi, mana GK muncul verifikasi kodenya parah"
2,Saya Taty Rochayati mau tanya data Kartu Vaksin sy di vaksi ke 3 tgl 26 juli 2022
5,Bgs sih tapi trs minta di update pusing dehk😤
5,Lmlooomml
4,ypv y. hjp88888888888888888888888888 i b h þ t. y cccccç
1,Semakin parah mau masukin tgl lahir aja harus klik perbulan gak bisa di tulis manual🖓
5,Bagus sekali layan ini
5,Bagus
1,Mempersulit
1,Sulit sekali menginput data sertifikat vaksin dan lambat kerjanya
1,Ngak bisa tampil kan sertifikasi vaksin
5,Sayabudh booster tapi knpa setiap chek in masih kuning aja
1,Apa ini .. Orang saya nanya gimna munculin sertifikatnya mlhan jawab nik salah nik salah Mulu ... Udah gitu di tanya yg lain nik salah lagi ... Sungguh tidak ramah bgt
4,bagus
3,Keseringan update
1,Sering gak bisa di buka menghambat perjalanan Aplikasi merusak acara perjalanan
3,"Saya unduh sertifikat dr apl ini, ada tulisan berhasil mengunduh, tp dicari digaleri, di file kok gak ada..."
5,Ok zhip 👍👍👍
1,"Ribet. Hanya mau tanya kenapa sy sudah vaksin booster dikartu vaksin tapi tidak ada datanya di aplikasi. Eh suruh lengkapi data pake poto selfie ktp. Pinjol??? Kocak. Dah ga butuh apk konyol. Kl email aja gak jelas kenapa harus telp yg kena biaya pulsa dan itu pasti putus"" dan jelasin dr awal lagi. Seharian telp biaya bengkak solusi gak ada. Payah. Lha sekarang udah mau booster 2. Yg pertama aja ribet. 🐕"
3,Aplikasi tidak bisa dibuka setelah update perbarui aplikasi
2,"Gak bisa masuk lagi, tolong di perbaiki nih udah berkali2 tetep gak bisa. Nanti klo dah bisa aku tambah lg bintangnya"
5,ok
1,Nyari lokasi vaksinasi yang di rekomendasiin tapi gapada ada. Lokasi nya gk update. Payah saya muter2
1,Tidak bisa cek in di mana aja semenjak aplikasi di perbarui
3,"Kenapa setelah di upgrade sertifikat vaksin saya kok jadi hilang, pdhal saya sudah 2x vaksin bgaimana ini ribet banget"
5,Alhamdullah ber manfaat
1,Semenjak di perbaharui kok sertivikat saya blm muncul muncul ya padahal udah vaksin ke 3 dari hari rabu sampai sekarang belum ada sertivikat vaksin ke 3 saya
1,Aplikasi sampah dan paling ga bermanfaat 👎👎👎👎👎
5,"Cepat, akurat"
1,pdhl udh di registrasi pake nik ttp aja gbs
1,Gaje
5,Ok
5,Kog setelah di update tidak bisa dibuka ya aplikasinya....?
5,baik
4,Ok
5,Awalny bikin sy bingung kok aplikasinya hilang tp setelah sy acak acak buka semua akhirnya ketemu...soalnya beda isi aplikasinya sprt dulu yg langsung kotaknya..mungkin pengaruh usiaku jg yg cpt bingung jika ada perubahan sedikit..marah deh...mohon maaf🙏
5,Lanjut kan peduli lindung yg terbaik
4,Install ulang dgn versi yg sama baru bisa login. Aneh apk ini.😏😏
1,"Gw ksh bintang satu dlu...di pikir hp yg gw eror ternyata apk nya yg jelek masa iya gk bisa input data,,,mohon segera di perbaiki"
5,👍
5,Semoga aplikasi ini dapat berkembang fiturnya agar memudahkan warga dalam mengakses kesehatan. Saran fitur yang bisa di tambahkan 1. EMR (Electronic Medical Record) yang terintegrasi antar faskes sehingga penanganan pasien lebih baik 2. Integrasi dengan BPJS Kesehatan sehingga memudahkan dalam klaim 3. Integrasi terhadap penyedia obat seperti BUMN obat dan faskes dalam ketersediaan obat dan lokasi pengambilan obat 4. Integrasi pelayanan tiap faskes seperti registrasi dan booking dokter
3,"data NIK berubah jadi berbeda dengan NIK asli.. Sudah booster tapi belum ada sertifikatnya, sedangkan tetangga belum booster sudah ada sertifikat boosternya. tolong agar lebih ditingkatkan lagi updating data dan lebih akurat. terimakasih"
4,J9.9.p0.0p.0p0000oo8n77n J^_^>.<;):-!*\0/*;-):-:-$:0:-$:'(=-O(TT)7 0.77nn7r h6 svr .8. 0777.08mppp7.80 l Lp 0p. L.o.9m.ooo o0.0p8.8.8.kii8nun8.o9 0 . 00 0 0 0p..000.0pp
5,KWEREN
1,Semua sertifikat sudah terpenuhi kenapa check in gagal
1,Huuu
3,"Bagus juga Tiktok,bisa nonton vidio"
2,Sering eror
5,Yayaya sangat membantu
1,"Saya udah install aplikasi ni buat nanti pulang ke Indonesia, tapi ketika daftar pake nomor telpon, pake email pun gak bisa bisa....gmna ni..? Apa tidak bisa daftar di luar negeri ? Mohon pencerahannya....."
4,Bagus dan bisa di gunakan dimana saja
1,info faskes booster tidak ada
1,"Lelet, terkesan menghabiskan waktu dengan mengisi ulang sertifikat vaksin, dll."
4,jm
5,Mantaaap bagus
1,ceckin gagal
5,Ok
5,Mantap
5,Good
1,Sudah vaksin 3 sertipikat ga keluar...
5,Mempermudah prokes
5,Siip
2,Halo versi skg ud gx muncul waktu berangkat lg yah
5,"Udah booster 3 tapi blm pernah ke tempat yg ada scan nya gtu . Sejauh ini bagus kok , selesai vaksin ke 3 langsung jadi dong sertifikat vaksin nya di apk nya . GokiL sih, terima kasih ya peduli lindungi"
1,Lambat dan sering crash
5,Ok
2,So so lah
5,Sangat baik
3,Coba dulu
1,app jelek
5,👍👍👍👍👍
1,"Apk mu ini sedang galaw yak, buat kepentingan umum yang ngewajibin pemerintah sndiri kok hasilnya kaya gini, burik banged🤣"
4,Sangat memuaskan dalam pelayanan
1,"Gk jelaas aplikasi masuk mall scan scen... sekalian masuk wc scan masuk rumah scan .. semuanyaa serba scan bangkrut lama"" ham sudh tidak ada di indonesia"
5,Mudah di gunakan
5,Sagat bagus
2,Kenapa nih?!
5,Bagus
5,Ok
5,Bisa
1,"To the point aza tetap kasih 🌟 1 klo ada 🌟 mines 1 , udah vaksin booster ke 3 setengah dosis(vaksin astrazeneca,hari Jumat tgl 22 Juli 2022 jam 14.15 sore di borma Setiabudi bandung(mlm nya sampe sakit seluruh tubuh!)hingga saat ini sy cek berkala blm ada hasilnya,pa blm di input ya?!masa mau 1 Minggu blm ada sertifikat vaksinnya!lama dan lelet kerja nya,""anda itu di bayar sama negara,krj kok serampangan,jgn mempersulit keadaan""mau di pake sertifikat vaksinnya jd ga bisa,kecewa sekali,miris!!!"
5,Sangat membatu
5,Mantap nih ...sukses terus
4,Ok
5,Merasa puas
5,Good
5,Ok
1,Kenapa servitikat vaksin saya nggak muncul di peduli lindungi padahal saya sudah beberapakali melakukan buka servitikat vaksin tapi kok nggak bisa
5,Peduli Lindungi
5,Oke bgt
5,Makasih puas banget
4,💕💌🧡💕💕
5,Kemarin udh vaksin ke 3 eh malah pusing
5,"biar maju aja, daripada ngasih yang negatif terus"
1,Biasa sj.
5,Bagus
5,Sudah 3x vaksin
5,Bagus
5,Bagus
5,Ok
1,"Ternyata aplikasi ini sulit ya, setelah datadiri masuk setelah ganti nmr masukin nmr baru ga bisa, sertivikat vaksinya ga kluar, mungkin bisa klo masukin nya nmr yg sudah di masukin daftar vaksinasi. Tpi syg nmr sya sudah ganti dan klo pun ingat nmrnya ada kode buat verivikasi k nmr yg udah ga aku pake dan hilang. Tak kira klaupun nmr nya baru klo data dirinya bnr bisa langsung muncul sertivikat vaksin nya. Aplikasi ini g semudah itu y,"
5,Bagusssss
5,Ok sip
5,Sangat baik
5,Sangat memuaskan
4,eeim
5,Bagus
5,Mantap
4,Apak nya bgus banget
4,Sering gagal check-in
5,Mantap
2,"Hasil test antigen istri saya di klinik yg sudah resmi terdaftar tidak masuk ke PL nya, test nya berbarengan dgn saya, hasil test saya sih masuk. Aplikasi PL sdh versi 4.5.0. Sudah dicoba uninstall dan install ulang. Hasil tetap sama"
5,Mantap
1,Gak bisa di download
1,MEMBUSUKLAH DI NERAKA!!!!
1,Koncol
5,SANGAT MEMBANTU
3,Ok
4,Motivasi data tersimpan rapi...
5,Aplikasi ini Kren dan sangat praktis
1,Ruwet
5,Buagus
5,Ok
5,Good job
5,Minta info booster bulan dimana
1,Setelah upgrade sertifikat vaksin hilang semua hingga vaksin booster dan lebih parahx kita kudu input lg mulai tgl vaksin pertama hingga booster kl memang aplikasi udah diupgrade harusx sertifikat kita otomatis ada dunk... Aplikasi malah tidak bisa ngabantu masyarakat haaadddeeeeuuuh 👎👎👎
5,Layanan tidak dapat dibuka
1,Bahasa nya gak bisa diubah
1,Udh vaksin boster tp gagal scan in
5,Biar aman kemana2 tanpa ragu lagi
5,Mantap
5,Baik
5,Bgs
5,Terimakasih
5,Nais
1,Aplikasi keluar sendiri
5,Mantap
1,"Aplikasi sampah... seluruh masyarakat dipaksa vaksin yg sehat jadi sakit-sakitan, apakah ini visi misi jokowi....?"
1,Aplikasi ngabisin baterei
3,Mm By J U to j untuk cd UU FC Gx vv i Y F l Uoh yg bh U Uumuu IP v U mm
5,Mantap
5,Ok
4,Aplikasi yang smartphone canggih akurat.
1,Aplikasi kntol. Ribet x kau. Uda cape cape booster sampe lengan bengkak. Sertifikat muncul pun gak. Mau di klaim pun uda sesuai data pun eror. Apk kntol. Kulapor polisi kalian kalau sertifikat booster disalahgunakan
4,Keren cerdaz
1,Gguna
5,Sangat membantu
5,👍😊🥰😘
5,usename not allowed saat login memasukan kode otp
5,Layanan cepat
5,Good
2,"Hadeuh, di buat baru, malah gk bs di buka. Aneh oiy."
5,Bagus
1,Ribet
5,ok
1,"Ribet udh vaksin dosis ke dua pake ada booster segala, Mempersulit orang doank,"
1,Untuk memasukkan tanggal lahir saya harus memencet 50x.
5,Mantul
2,"anggaran gede ga competible di semua device, gaji buta lu"
1,Perbaruhi terus
5,Good
5,Bintang yang berbicara
5,Mantap
5,O to 9l by 0 loose ini ol PP polo oo0o PP
5,"Karena setelah 9 bulan saya pulang merantau dari Malaysia, baru terverifikasi 1 vaksin LN saya. Tinggal satu lagi belum. Semoga cepat 👍🏻"
3,Sangat membantu
4,Bermanfaat
2,Mau unduh sertifikat ko kaga masuk ke file media?
5,Goodd
5,ok
5,Ok
2,yuuuu.yutyhy Uptyy
2,Sudah vaksin 3x begitu naik kereta di stasiun tidak terkonfirmasi sudah di vaksin😵😵😵
5,Ok
5,Sangat bagus
5,MANTAP
1,Untuk tanggal nya ribet tak bisa langsung ketik
5,tolong di bantu cek in nya di perbaiki
1,Aplikasi Horror. Data ilang sendiri
5,Ship
1,"Kenapa sih scan qr kode gak bisa terus, selalu gak berhasil"
1,"tolol, data vaksin harus diklaim lagi, memangnya belum tahu teknogi namanya hardisk buat simpan data"
5,Bagus
5,Sangat membantu
5,ingin cetak kartu vaksinasi
1,Aplikasinya suka eror-eror. Jadi pasien- pasien di RS yang ingin masuk itu pemeriksaan nya gagal terus...
5,Bagis
5,Bagus
5,Good
5,Online semuanya jadi mudah.. Terimakasih
5,Membantu
1,"Sudah vaksin booster tapi status vaksin masih kuning, padahal syarat buat kehijau sudah terpenuhi. Gimana nih?"
5,Bagus
1,aplikasi babi susah banget klaim sertifikat vaksin ada capta segala kaya mau nonton bokep gk niat bikin apk
1,Vaksin sudah dosis kedua tapi kenapa ya aplikasinya di buat check in gagal terus 😠
1,Ini gimana sih udah vaksin ko ga ada data terus perbaiki lah
5,Ok
1,"Gabisa masuk,keluar sendiri,gimana ini"
1,Kok habis di perbaharui aplikasi malah gak bisa masuk dan belum masuk kode otp pula. Mohon di perbaikin segera
1,Aplikasi burik lambat dn maunuall
5,Ok
1,Parah .. Tau² ini aplikasi auto logout & hilang dari tampilan display smartphone gue !
5,Ok
5,Ini juga oke
5,Oke
5,Bagus
2,Ini kurang bagus sekali untuk input data yg sudah vaksin masa saya sudah booster tapi belom juga berubah jadi hijau tolong lah bagusin ini apk buat seluruh Indonesia perbaikan cepat penting soalnya buat aktifitas kmn pun kesel gue
4,"Kak, sertifikat vaksin saya ada di nomor hp yg sudah hilang,trus pas saya coba udah gabisa masuk ke akun yg di nomor hilang,jadi saya mau kemana mana sulit,bisa bantu ga?"
5,Good
1,Ngelek ! Ribet rubah tanggal lahir
3,Bagus
1,Update terooosssss
2,Orang Yang Bemlum Perna Vaksin Kok Bisa Punya Sertivikat Vaksin
2,"Sangat repot dibagian nulis tanggal bln tahun lahir, harus mundur sebulan demi sebulan, tidak praktis"
5,Bagus
4,Keren
5,Puas
1,Pengajuan sertifikat dari luar negeri gak di approve-approve. Sudah lama sekali gak ada jawaban. Ini sebenernya digunakan apa tidak sih?
5,Bagus
5,Gak bisa di buka malah keluar sendiri coba tebak?
5,Asik
5,Sangat membantu
1,"Mau heran,tapi sudah mendarah daging.asudahlah, daripada buang2 waktu dan tenaga.kalau ada bintang minus, pengen banget ngasih sepuasnya.Di tunggu ya updatenya( input data saya, yang saya submit) yang sampai sekarang stuck atau jalan di tempat."
2,Kok ngk bisa dibukak ya gmn caranya
5,Ok
5,sangat di butuhkan
3,Oke
1,"Anjirrrr, ini versi update yg paling jelek menurut saya. Kenapa hasil tes covid19 saya gak muncul lagi termasuk sertifikat vaksinnya??? Tolong segera diperbaiki"
5,Insya Allah membantu
5,Mantaff
1,tanggal lahir bisa salah entry.. photo copy KTP terlampir
1,Ko gak bisa nge claim ya?
5,Mantap......
5,Dengan peduli mudh kita msk ke prusahaan.
5,Okay
1,"Saya sudah dosis 3 tapi masih tercatat dosis pertama dan sekarang mau ada dosis 4, giliran komplen cuma basa basi busuk"
1,Ndak bisa
5,Membantu untuk memudahkan segala urusan
5,Baik
1,Gak recomen
5,Oke
2,Kenapa setelah update malah ngak bisa dibuka ......
5,APK MANTAP GAJADI RATING BINTANG 1 SOALNYA PELAYANAN ADMIN KEMENKES DI WA MANTAP BANGET
5,Semoga masyarakat bebas dari covid
5,Ok
5,Sangat mudah
5,Top
5,Good
5,Mantap
5,Terima kasih
5,Bissmillah
5,Sangat oc
5,Ok
5,jos
1,Kecewa
5,👍
5,Sudah bagus
5,Good Jobs... 👍
5,Jozz
1,Ini saya cek sertifikat isinya hanya nama anak saja nama saya mana?
1,Memang harus begini ya pencarian tanggal lahir?harus scrol ke samping sampi 400 kali..engga ada cara di ketik??
2,yg Yolla
5,Ok
1,"Sertifikat vaksin sya gak muncul-muncul padhal udah vaksin dari tahun lalu dan gak terimput di aplikasi padahal udah lapor ke kesmas dan ketika di edit malah di aplikasinya di nyatakan kadarluarsa datanya dan di tulis open atau belum vaksin saya kecewa bnget data sya gak ada dan sertifikat nya belum muncul dan sya sudah menghubungi semua dari mengirim lewat watsapp ,email dan ngedm di ig tetapi tidak ada solusi dari tim peduli lindungi dan tdk ada tindakan hanya menyuruh tetapi tdk kasih solusi"
5,Bagus
1,padahal saya belum di vaksin booster tapi ko di peduli lindungi keterangan sudah vaksin booster apakah ada penyelewengan dana
2,",,aaa"
5,alhamdulillah sudah bisa vaksin buster
5,Baik
5,Kok ceck in gagal terus ya
1,"Gabisa masuk terus kenapa ya, saya kerja susah masuk karna masalh pedulilindungin doang lohhhhh, di perbarui mulu juga"
1,"Diperbarui malah ngelag, ga bisa dibuka sama sekali 🤦‍♂"
3,Kenapa sudah di vaksin boster yg ketiga kali status nya kuning harus nya berubah jadi hijau
1,"Perbaiki aplikasi sudah di vaksin hilang semua data"" sudah di vaksin"
1,Ini bukan melindungi tapi menyusahkan saja memilih hp bagi yg ngak punya uang
5,Ok
1,Nggak ada hadiahnya......parah nih aplikasi. Paling tidak bagi-bagi beras 100 kg per KK untuk masyarakat kan lebih bagus
5,5 bintang.
5,Baik
4,Kenapa sudah vaksin booster di bulan Februari tapi sampai sekarang tidak muncul sertifikat nya...
5,Ok
5,Mantapppp
5,Bagusd
4,"Kemarin saya sudah di vaksin tapi tidak dapat sms, saya download apk pedulilindungi gagal terus masukin kode otp nya pas di coba lagi malah nik tidak valid dan belum dapat setifikat, itu bagaimana solusinya?"
3,Sudah vaksin k tiga. Belum ada sertifikat nya. Sudah 4 bulan lebih. Mohon d bantu
1,"knp apk nya kok ga bisa check in, pdhl dlo lancarr klo scan berhasil trs tp akhir2 ini klo mau scan ga bisa selalu gagal. kok malah anehh apk nyaaa... gmn butuh solusinya"
5,Bagus
5,Suka
5,Sekarang sdh pake aplikasi penduliLindungi kemana jd lebih mudah
1,"Buat scan QR nya rada susah, padahal lokasi GPS sdh aktif tapi masih d suruh aktifkan lokasi trus..😒"
5,Mantap
1,Celeh
1,Asep
1,Aplikasi kaga jelas sudah 2 kali vaksin tapi kuning.. pas saya periksa ke puskesmas gpp saya sehat sehat aja. Terus kuning artinya apa??? Di paksa vaksin kah. Orang sudah vaksin di suruh vaksin lagi. Wkwkwk
5,Aplikasi ini sangat mendukung sekali
1,Apk gk bisa dibuka
2,"Saya sudah vaksin 3 kali disingapore tetapi status sy masih warna merah, dan saya mencoba untuk verifikasi beberapa kali tetapi masih belum bisa, apakah tidak apa"" kalau nanti sy mau masuk bandara tetapi status masih warna merah dan sy punya kertas sertifikat"
5,Sangat membantu
3,Baik dan nyaman
5,Keren
1,Beberapa hari ini selalu gagal check in.kenapa ya.udh d hapus dowload ulng msih juga gitu.tolong bantuannya.karna saya butuh pedulinlindungi d t4 kerja
1,SETELAH KEMBALI INSTAL JADI ERROR
5,Sangat membantu dalam perjalanan maupun keamanan dari virus covid 19
5,"Terimakasih banyak,sangat membantu saya dalam mencari lokasi vaksin dikota saya."
4,"Sedikit tambahan untuk notifikasi masih gangguan.itu saja,selebihnya sudah sangat baik."
5,Bagus
5,fast
5,👍
1,😤
1,"Kenapa mau ngambil sertifikat vaksin yg ke 3 gak bisa keluar selalu salah bulan lahir, padahal foto kopi KTP ditahan kenapa salah ambil aneh"
1,Aplikasi koyo semprullll.....nggak akurat blassss
5,👍👍👍👍👍
5,Mantul
5,Aplikasi ini sangat membantu
5,Bagus
5,Mantap
5,Ok
1,"Erorr , gak bisa login"
1,sudah login masih disuruh masukan data2 kalau tidak terpaksa dan dipaksa saya tidak instal aplikasi ini. download sertipikat tidak ada adanya hapus . bintang 1 saya rasa lebih dari cukup utk aplikasi ini
4,Lancar saja
4,Oke banget ajaa lah
5,Sertifikat vaksin
5,Ok
3,M bm
5,👍👍👍👍👍👍👍👍👍
5,Ok
5,The best
5,Manyab
5,"aplikasi nya sangat bagus, terima kasih😊🙏🙏😊"
5,Ok
5,okeh lahhhhhhhhhh
5,Membantu
5,Bagus
1,Developer di Tingkat Kementerian Saja tidak peduli dan aplikasi sangat lag dan bug saat di gunakan.
1,"Banyak kali update, dikit dikit update dikit dikit update, emang update ngga pake kuota sama makan memori apa, mending kalau harga HP sama kuota di subsidi ini ngga"
5,Baik
5,Mantap
5,Ok
1,"Semua sistem vaksin di persulit segala make DO yang tidak jelas, sangat merugikan!!"
1,"cape cape antri sejam untuk vaksi booster dengan jarak rumah ke tempat cukup jauh dan ternyata setelah nunggu sejam malah dikatakan tidak bisa vaksin karna sudah ada yang menggunakan nik saya,aneh"
3,Ga bisa check in... silang merah
5,Bagus
4,kurang cepat connect nya
5,Sangat membantu untuk perjalanan
5,Ok
3,"Tidak bisa check in, check in gagal terus. Padahal data profil sudah saya isi kecuali no. Paspor (tidak punya), terus GPS juga selalu saya hidupkan"
5,Lebih mudah utk melakukan aktifitas dalam perjalanan
5,"alhamdulilah hirabbil'alamin,sejak pakqi apk ini saya mudah untuk bepergian ke mana saja"
2,"Aplikasi parah.. udah hapus penyimpanan, udah perbarui, tetep ga bisa masuk ga bisa dibuka aplikasi sama sekali tidak menanggapi"
3,sangat membantu
5,"Tolong Bantu saya, saya mau cek vaksin saya dipeduli lindungi Kenapa gak dicek Sedangkan saya, sudah vaksin 1 2 3 Gak terdaftar Tulisan ya"
5,Good job n good Luck
1,Terima kasih peduli lindungi
5,sangat baik
1,Malah gk ada gunanya pake aplikasi peduli lindungi ini
1,Klaim sertifikat bagian tanggal lahirnya jangan pake kalender yang gitu lah cape ngeswipe nya udah ngelag lagi aplikasinya
2,Check-in sering gagal terus pdhl kompetibel sama perangkat nya
1,Check in gagal terus
5,Saya sangat suka ini aplikasi ....
1,Ini kenapa tanda sertifikat vaksin nya hilang... Mau suruh vaksin dri awal lagi kah... Tolong lah klu update tu yg lebih baik... Ga beres niii.... Aplikasi ga gunaa.....
5,Lancar
5,Baik
2,Kurang suka pake ini. Ribet
1,Gajelas minta di upgrade mulu tiap minggu
5,Mantab
5,Mengambil dan memberikan itu yang terbaik dalam hidup ini
1,Jelek bikin ribet aja
5,Oke banget
1,"Min tolong di fix dong bug nya, Masa sertifikasi vaksin ke 3 sudah keluar , di riwayat dan tiket vaksin, belom melakukan vaksin ke 3"
5,Mantap
1,Aplikasi ga bisa di buka
1,Supard.sarti.
3,Aplikasi ini bagus..sangat mendukung
5,"Kok susah banget mau masukan data,hasil vaksin dari luar negri"
1,"Developer mungkin lupa bahwa Peduli Lindungi adalah aplikasi yang diwajibkan pemerintah.Jadi aplikasi ini diperlukan oleh semua lapisan masyarakat, termasuk masyarakat pemilik ponsel ""entry level"" dan ponsel lama yang mungkin masih memakai Android versi 5 dan bahkan versi 4. Developer pasti tahu bahwa ponsel-ponsel semacam ini tidak memungkinkan untuk diupdate ke versi Android 6.0 kenapa pihak developer menutup hati nuraninya dan membutakan mata ?"
5,Kenapa saya sudah vaksin booster tapi sertifikat belum muncul juga di aplikasi.. Tolong di bantu.
5,Sangat bermanfaat
3,Kurang efektip buat lansia
5,Bagus Aplikasihnya
4,Lumayan
2,Habis d update malah gk bisa lihat sertifikat....
1,"Susah banget munculin Sertifikat gagal mulu, sudah coba clam aplikasi, web, wa ri, tlp abis pulsa doang"
5,Oke
1,"Apk error asem, kesel gw bolak balik gk bisa terus dipermudah lagi lah buat pendaftaran sertifikat jangan bolak balik erorr mulu, jangan dipersulit"
5,Bagus
2,"Saya sudah vaksin booster sertifikat sudah ada tp kalo mau scan peduli lindungi tidak bisa catatan warna kuning dan checkin gagal seperti belum vaksin booster padahal sudah, itu gimana ya cara penanganan nya? akun peduli lindungi mama saya ada di hp saya dan dia belum vaksin booster apakah berpengaruh dengan peduli limdungi saya sehingga saya tidak bisa scan saat masuk mall?"
5,Keren
1,"Ngga bisa buat check in setelah diperbarui , padahal setiap masuk kerja harus check in jd repot sendiri Sebelum diperbarui lancar² aja , tp knpa stlh diperbarui jd begini"
5,Bagus
5,Ok
1,"Lansia susah akses isi tanggal lahir, program ganti tahun terlalu makan waktu"
5,Bagus
1,Apaan ini saya sudah d vaksin kok gk bisa ke ditek gini...haduhhhh
5,Kenapa saya gak bisa unduh apk pedulilindungi
1,Gak bisa dibuka!
5,Sangat membantu
2,Jaringan lemot
4,"sertifikat vaksin belum bisa di download seperti sebelumnya, apa mungkin akibat update berbagai aplikasi gadget ?!"
5,Terimakasih sudah faksin saya
1,"Aplikasi PELI jika di singkat, namun (silahkan translate dalam bahasa jawa) 🤭🤭 #orangjawabelike 😊😊😊😊"
4,Baguspuas
4,bagus sekali
1,"Paraaaaaaaaaahhhh ng,leg"
2,Tolong cepat perbaiki nanti aku ga bisa masuk kerja apk nya susah dibuka
5,Sangat bermanfaat
3,Terlalu Ribet..
5,Mantap
5,Goof
5,Good
5,Poco x3 pro Pakai aplikasi ini aman 🌟🌟🌟🌟🌟
2,Mohon diperbaiki aplikasi ini tidak berfungsi sama sekali
5,Sangat bagus
4,Ko sekarang ngga bisa di unduh yah
3,"Ko aneh ya ka semenjak d perbarui malahan ga bisa scan aduh jadi gawat kan klo masuk k tempat""penting tolong batuannya ka kenapa ga bisa scan"
1,Setelah update jadi gabisa check in. Udah di install ulang juga masih tetep sama
5,Excellent
2,66y
2,G bisa log in verfy otp fail
5,terimaksih
2,Ad
5,Mempermudah beraktifitas
4,Hhnn nn9 9nio
